等级,机制,副本名称,游戏图片,货币奖励,特殊物品
67,,解放决战多玛王城,,,迷你格林瓦特 九宫幻卡：格林瓦特 管弦乐琴乐谱：月亮门
69,√,巨炮要塞帝国白山堡,,,魔导复仇者追踪型 管弦乐琴乐谱：异形
70,√,鏖战红莲阿拉米格,,20,魔导猎手认证密钥 九宫幻卡：芝诺斯·耶·加尔乌斯 管弦乐琴乐谱：自由或是死亡
70,,恶党孤城黄金阁,,20,新型迷你夕雾 管弦乐琴乐谱：策谋 破碎的般若面具
70,,修行古刹星导寺,,20,伊沃恩玩偶 管弦乐琴乐谱：豹头环眼
70,,沉没神殿斯卡拉遗迹,,30,椒盐海豹 九宫幻卡：直言不讳赫罗德里克 管弦乐琴乐谱：离乡
70,,红玉火山狱之盖,,40,白鼬 九宫幻卡：玄武 管弦乐琴乐谱：鬼岛
70,,疯狂战舰无限回廊,,40,九宫幻卡：导航系统 管弦乐琴乐谱：坚不可摧（身心二元）
70,,风水灵庙岩燕庙,,50,齐天小圣 九宫幻卡：齐天大圣 管弦乐琴乐谱：风水宝地
70,√,死亡大地终末焦土,,70,九宫幻卡：雾龙 管弦乐琴乐谱：死亡大地
70,,污染庭园圣茉夏娜植物园,,70,泥小点 九宫幻卡：枯腐泥妖 管弦乐琴乐谱：泥中莲花 翠绿隔离墙
70,,国境防线基姆利特暗区,,100,迷你武装重甲 九宫幻卡：普罗米修斯 管弦乐琴乐谱：硝烟弥漫
71,,遇袭集落水滩村,,,黑豆柴 九宫幻卡：斐利亚 管弦乐琴乐谱：烈火与利剑
73,,水妖幻园多恩美格禁园,,,石莲小猬 管弦乐琴乐谱：虚构 禁园花架
75,,文明古迹奇坦那神影洞,,,变色龙 九宫幻卡：艾洛斯 管弦乐琴乐谱：解读 倒树
77,,避暑离宫马利卡大井,,,小犰狳 九宫幻卡：斯托尔戈 管弦乐琴乐谱：幽深 壁挂铁架火炬
79,,伪造天界格鲁格火山,,,得到宽恕的仇恨 管弦乐琴乐谱：凶兽腹中 格鲁格盆栽
80,,末日暗影亚马乌罗提,,20,鲸头鹳 管弦乐琴乐谱：末日时刻
80,,异界遗构希尔科斯孪晶塔,,20,管弦乐琴乐谱：一瞬千里
80,,创造机构阿尼德罗学院,,20,小小冰海天使 管弦乐琴乐谱：无影之影
80,,魔法宫殿宇宙宫,,30,小凉南希 九宫幻卡：漆黑导师 管弦乐琴乐谱：华美宫殿 宇宙宫隔断 宇宙宫挂饰
80,,黑风海底阿尼德罗追忆馆,,40,小小古代人 九宫幻卡：不明物体 管弦乐琴乐谱：潜伏于沙
80,,暗影决战诺弗兰特,,50,幻影亡灵法师 管弦乐琴乐谱：异路同归
80,,魔术工房玛托雅工作室,,70,水小滴 九宫幻卡：仙子猪之母 管弦乐琴乐谱：刚出炉的仙子猪
80,,黄金平原帕戈尔赞草原,,100,魔导猎手追踪型 九宫幻卡：真月巴哈姆特 管弦乐琴乐谱：烈火七部族
81,,异形楼阁佐特塔,,,梅加斯三姐妹之形 九宫幻卡：梅加斯三姐妹 管弦乐琴乐谱：佐特塔
83,,魔导神门巴别塔,,,阿尼玛之形 九宫幻卡：阿尼玛 管弦乐琴乐谱：加雷马快列
85,,末日树海万相森国,,,河马幼崽 管弦乐琴乐谱：天空燃烧之日
87,,创造环境极北造物院,,,神杖小蛇 九宫幻卡：赫尔墨斯 管弦乐琴乐谱：创造之奇迹 极北造物院座椅
89,,星海深幽寻因星晶镜,,,小巨魔 九宫幻卡：邪执外道的亚蒙 管弦乐琴乐谱：星海 寻因工作台 寻因台灯
90,,最终幻想末世终迹,,20,游星鸟 管弦乐琴乐谱：先逝的群星
90,,乐园都市笑笑镇,,20,月面仙人刺王子 管弦乐琴乐谱：开开心心胡萝卜
90,,电脑梦境斯提格玛四,,20,集成奥密克戎
90,,近东秘宝阿尔扎达尔海底遗迹群,,30,门小奴 九宫幻卡：铁壁 管弦乐琴乐谱：打开的地图 阿尔扎达尔园艺灯
90,,异界孤城特罗亚宫廷,,40,斯卡米留尼之形 九宫幻卡：贝雅特丽齐 管弦乐琴乐谱：特罗亚国 ～晓月～ 管弦乐琴乐谱：战斗2（最终幻想IV） ～晓月～ 首席神官的椅子 土之大妖异的宝珠
90,√,雪山奥窟冥魂石洞,,50,凯纳槽之形 九宫幻卡：凯纳槽 管弦乐琴乐谱：洞中青辉 冥魂石洞标旗 水之大妖异的宝珠
90,√,间歇灵泉哈姆岛,,70,海鹦 九宫幻卡：八足巨妖 管弦乐琴乐谱：星球的叹息
90,√,异界深渊月面地下溪谷,,100,迷你高贝扎 九宫幻卡：杜兰特 管弦乐琴乐谱：巴隆王国 ～晓月～
91,√,丛林竞流生息河岸,,,小小海牛 九宫幻卡：瞌睡怪 管弦乐琴乐谱：海牛逆流而上 生息花丛
93,√,通天绝壁沃刻佐莫山,,,洛洛洛特雪精 九宫幻卡：辽刻特特雪精 管弦乐琴乐谱：高耸入云 佐莫石灯笼
95,√,神圣禁地深空天坑,,,说话的石头 九宫幻卡：锤颅巨兵 管弦乐琴乐谱：树海深处之梦 天坑室内灯
97,√,前哨基地先锋营,,,飞梭M9 管弦乐琴乐谱：火花与闪光 雷转质炮塔
99,√,魂魄工厂创生设施,,,验证体安布罗斯 九宫幻卡：安布罗斯 管弦乐琴乐谱：解剖生命 创生设施屏幕桌 创生设施办公椅
100,√,忆中金曦亚历山德里亚,,50 20,铁皮哨兵T1 管弦乐琴乐谱：无尽的旅路
100,√,荒野秘境仙人刺谷,,50 20,酒杯刺 管弦乐琴乐谱：红土大地的恩惠 图拉尔的小蛇的罐子？
100,√,噩梦乐园迷途鬼区,,50 20,恶作剧小丑 管弦乐琴乐谱：不见月明的小丑 ～金曦～ 迷途鬼区壁灯 梦像地板贴
100,√,废弃据点玉韦亚瓦塔实验站,,80 50,跃阳兔 九宫幻卡：卡尼洛喀站长 管弦乐琴乐谱：凶猛的容器
100,,王城古迹永护塔底,文件:112592.png,80 50,文件:758c671d21cc0f37d9d72c912a24ed7747c9ad09.png王家猎犬 九宫幻卡：灵变柱 管弦乐琴乐谱：寻找公主 ～金曦～
10,√,完成集团战训练！,,,
10,√,讨伐彷徨死灵！,,,
15,√,突破所有关门，讨伐最深处的敌人！,,,
15,√,捕获金币龟！,,,
20,√,驱除剧毒妖花！,,,
20,√,消灭恶徒团伙寄生蜂团！,,,
25,√,讨伐梦幻之布拉奇希奥！,,,
25,√,击溃哥布林炸弹军团！,,,
30,√,讨伐污染源头魔界花！,,,
30,√,讨伐坑道中出现的妖异！,,,
35,√,注意无敌的眷属，讨伐大型妖异！,,,
35,√,讨伐爆弹怪的女王！,,,
40,√,歼灭特殊阵型的妖异！,,,
40,√,制止三方混战的巨人族，守住遗物！,,,
20,,伊弗利特讨伐战,,,
34,,泰坦讨伐战,,,
44,,迦楼罗讨伐战,,,
50,√,究极神兵破坏作战,,100,
50,√,那布里亚勒斯讨伐战,,15,
50,√,死化奇美拉讨伐战,,10,
50,,海德拉讨伐战,,10,
50,,大桥上的决斗,,10,九宫幻卡：吉尔伽美什&恩奇都 陈旧的乐谱：大桥上的死斗
50,,艾玛吉娜杯斗技大会决赛,,15,迷你奥尔特罗斯 九宫幻卡：蒂娜·布兰福德 九宫幻卡：奥尔特罗斯&提丰
50,,无限城的死斗,,15,恩奇都 九宫幻卡：巴兹·克劳泽 陈旧的乐谱：大桥上的死斗
50,,伊弗利特歼灭战,,12,九宫幻卡：伊弗利特 伊弗利特之角
50,,迦楼罗歼灭战,,12,九宫幻卡：迦楼罗 迦楼罗之羽
50,,泰坦歼灭战,,15,九宫幻卡：泰坦 泰坦之岩
50,,莫古力贤王歼灭战,,12,九宫幻卡：贤王莫古尔·莫古十二世 莫古尔·莫古的胡须
50,,利维亚桑歼灭战,,15,九宫幻卡：利维亚桑 利维亚桑之棘
50,,拉姆歼灭战,,15,九宫幻卡：拉姆 拉姆之珠
50,,希瓦歼灭战,,15,九宫幻卡：希瓦 希瓦之泪
50,√,奥丁歼灭战,,15,九宫幻卡：奥丁 陈旧的乐谱：斩
50,,究极神兵假想作战,,15,九宫幻卡：究极神兵 陈旧的乐谱：诸神已死
50,√,迦楼罗歼殛战,,20,梦魇笛 风妖笛 九宫幻卡：迦楼罗 陈旧的乐谱：堕天使 迦楼罗魔羽
50,√,泰坦歼殛战,,20,梦魇笛 土妖笛 九宫幻卡：泰坦 陈旧的乐谱：重压灭顶 泰坦魔岩
50,√,伊弗利特歼殛战,,20,梦魇笛 火妖笛 九宫幻卡：伊弗利特 陈旧的乐谱：原始的审判 伊弗利特魔角
50,√,莫古力贤王歼殛战,,20,九宫幻卡：贤王莫古尔·莫古十二世 陈旧的乐谱：贤王莫古尔·莫古十二世 莫古尔·莫古的魔须
50,,利维亚桑歼殛战,,20,水妖笛 九宫幻卡：利维亚桑 陈旧的乐谱：水手遇难 陈旧的乐谱：混沌的漩涡 利维亚桑之棘 利维亚桑魔棘 水神魔镜
50,,拉姆歼殛战,,20,雷妖笛 九宫幻卡：拉姆 陈旧的乐谱：电闪雷鸣 拉姆之珠 拉姆魔珠
50,,希瓦歼殛战,,22,冰妖笛 九宫幻卡：希瓦 陈旧的乐谱：雪上的足迹 陈旧的乐谱：忘却的彼岸 希瓦之泪 希瓦魔泪 钻石尘晶
100,√,朱雀幻巧战,文件:112594.png,20 10,
53,√,罗波那歼灭战,,,九宫幻卡：罗波那 罗波那之翅
57,,俾斯麦歼灭战,,,九宫幻卡：俾斯麦 俾斯麦之角
60,√,圆桌骑士歼灭战,,10,
60,,尼德霍格征龙战,,10,九宫幻卡：尼德霍格
60,,萨菲洛特歼灭战,,10,九宫幻卡：萨菲洛特 萨菲洛特树液块
60,,索菲娅歼灭战,,15,九宫幻卡：索菲娅
60,,祖尔宛歼灭战,,15,九宫幻卡：祖尔宛
60,,俾斯麦歼殛战,,15,白云猎鹰笛 九宫幻卡：俾斯麦 陈旧的乐谱：无尽苍空 陈旧的乐谱：灾厄狂起 俾斯麦之角 俾斯麦魔角
60,,罗波那歼殛战,,15,怒武猎鹰笛 九宫幻卡：罗波那 陈旧的乐谱：武神降临 陈旧的乐谱：不屈之刃 罗波那之翅 罗波那魔翅
60,√,圆桌骑士幻想歼灭战,,20,圆桌猎鹰笛 九宫幻卡：托尔丹七世 陈旧的乐谱：英杰
60,√,尼德霍格传奇征龙战,,20,暗黑猎鹰笛 九宫幻卡：尼德霍格 陈旧的乐谱：绝命怒嚎 邪龙之鳞
60,√,萨菲洛特歼殛战,,20,战争猎鹰笛 九宫幻卡：萨菲洛特 陈旧的乐谱：魔神 萨菲洛特树液块 萨菲洛特魔液块
60,√,索菲娅歼殛战,,25,睿智猎鹰笛 九宫幻卡：索菲娅 陈旧的乐谱：平衡 女神宝珠碎片
60,√,祖尔宛歼殛战,,25,厉鬼猎鹰笛 九宫幻卡：祖尔宛 陈旧的乐谱：无限 鬼神甲壳碎片
63,,须佐之男歼灭战,,,九宫幻卡：须佐之男
67,,吉祥天女歼灭战,,,九宫幻卡：吉祥天女
70,,神龙歼灭战,,12,九宫幻卡：神龙
70,,月读歼灭战,,12,九宫幻卡：月读
70,,保镖歼灭战,,10,保镖装甲 九宫幻卡：吉尔伽美什（红莲）
70,,火龙狩猎战,,10,火龙的鳞
70,,白虎镇魂战,,12,九宫幻卡：白虎
70,,朱雀镇魂战,,15,九宫幻卡：朱雀
70,,青龙镇魂战,,15,九宫幻卡：青龙
70,√,须佐之男歼殛战,,15,狂欢神威魔笛 九宫幻卡：须佐之男 陈旧的乐谱：启示 须佐之男魔刃
70,,吉祥天女歼殛战,,15,极乐神威魔笛 九宫幻卡：吉祥天女 管弦乐琴乐谱：阴谋美计 吉祥天女羽衣
70,√,神龙梦幻歼灭战,,20,梦幻神威魔笛 九宫幻卡：神龙 陈旧的乐谱：神龙见尾 神龙之鳞
70,,月读幽夜歼灭战,,20,幽夜神威魔笛 九宫幻卡：月读 陈旧的乐谱：月下芳华 月读绸缎 水族箱内饰：月光 魔法景观：满月
70,√,火龙上位狩猎战,,15,火龙笛 噗吱猪 管弦乐琴乐谱：英雄之证 火龙的鳞 火龙的上鳞
70,√,白虎诗魂战,,20,白帝神威魔笛 九宫幻卡：白虎 陈旧的乐谱：白帝竹林 白虎鬃毛
70,√,朱雀诗魂战,,25,朱焰神威魔笛 九宫幻卡：朱雀 陈旧的乐谱：千年旭光 朱雀的尾部羽毛
70,,青龙诗魂战,,25,青君神威魔笛 九宫幻卡：青龙 陈旧的乐谱：云蒸龙变 青龙之鳞
73,,缇坦妮雅歼灭战,,,九宫幻卡：妖灵王缇坦妮雅
79,,无瑕灵君歼灭战,,,九宫幻卡：无瑕灵君
80,,哈迪斯歼灭战,,10,九宫幻卡：哈迪斯
80,,红宝石神兵破坏作战,,12,九宫幻卡：红宝石神兵
80,,光之战士歼灭战,,12,九宫幻卡：光之战士（暗影）
80,,绿宝石神兵破坏作战,,12,九宫幻卡：绿宝石神兵
80,,钻石神兵捕获作战,,12,九宫幻卡：钻石神兵
80,√,缇坦妮雅歼殛战,,15,仙子玲龙魔笛 九宫幻卡：妖灵王缇坦妮雅 陈旧的乐谱：天使醒来 缇坦妮雅的羽毛
80,,无瑕灵君歼殛战,,15,无瑕玲龙魔笛 九宫幻卡：无瑕灵君 陈旧的乐谱：精神错乱 无瑕灵君的翼片
80,√,哈迪斯孤念歼灭战,,20,暗影玲龙魔笛 九宫幻卡：哈迪斯 陈旧的乐谱：不灭孤念 哈迪斯结晶片
80,,红宝石神兵狂想作战,,25,红宝石玲龙魔笛 九宫幻卡：红宝石神兵 陈旧的乐谱：究极神兵（蛮荒神影） 红宝石神兵装甲片
80,√,博兹雅堡垒追忆战,,20,九宫幻卡：瓦厉斯·耶·加尔乌斯
80,√,光之战士幻耀歼灭战,,25,光之玲龙魔笛 九宫幻卡：光之战士（暗影） 陈旧的乐谱：末路尽头 光之金属板
80,√,绿宝石神兵狂想作战,,25,绿宝石玲龙魔笛 九宫幻卡：绿宝石神兵 陈旧的乐谱：漆黑王狼重现世间 绿宝石神兵装甲片
80,√,钻石神兵狂想作战,,25,钻石玲龙魔笛 九宫幻卡：钻石神兵 陈旧的乐谱：孤儿们的战斗 钻石神兵装甲片
83,,佐迪亚克歼灭战,,,九宫幻卡：佐迪亚克
89,,海德林歼灭战,,,九宫幻卡：海德林
90,,终结之战,,10,九宫幻卡：梅蒂恩
90,√,巴尔巴莉希娅歼灭战,,12,九宫幻卡：巴尔巴莉希娅
90,√,卢比坎特歼灭战,,12,九宫幻卡：卢比坎特
90,√,高贝扎歼灭战,,12,九宫幻卡：高贝扎
90,√,泽罗姆斯歼灭战,,12,九宫幻卡：泽罗姆斯
90,√,阿修罗歼灭战,,10,九宫幻卡：阿修罗
90,,佐迪亚克暝暗歼灭战,,15,永暗猞猁魔笛 九宫幻卡：佐迪亚克 陈旧的乐谱：呼唤终结之神 永暗水晶
90,√,海德林晖光歼灭战,,15,圣光猞猁魔笛 九宫幻卡：海德林 陈旧的乐谱：你的答案 圣光水晶
90,√,终极之战,,20,蓝羽猞猁魔笛 九宫幻卡：梅蒂恩 陈旧的乐谱：终结之战 蓝色的羽毛
90,√,巴尔巴莉希娅歼殛战,,25,煞风猞猁魔笛 九宫幻卡：巴尔巴莉希娅 陈旧的乐谱：高贝扎四天王之战 风之大妖异的宝珠
90,,卢比坎特歼殛战,,25,炀火猞猁魔笛 九宫幻卡：卢比坎特 陈旧的乐谱：魂火铸就 火之大妖异的宝珠
90,√,高贝扎歼殛战,,25,高贝扎装甲 九宫幻卡：高贝扎 陈旧的乐谱：虚无界的救赎者 大妖异的黑铠碎片
90,√,泽罗姆斯歼殛战,,25,深渊猞猁魔笛 九宫幻卡：泽罗姆斯 陈旧的乐谱：最后之战（最终幻想IV） 大妖异的水晶
93,√,艳翼蛇鸟歼灭战,,,九宫幻卡：艳翼蛇鸟
99,√,佐拉加歼灭战,,,九宫幻卡：佐拉加
100,√,永恒女王歼灭战,,10 5,九宫幻卡：永恒女王
100,,泽莲尼娅歼灭战,文件:112595.png,12 6,九宫幻卡：泽莲尼娅
100,√,艳翼蛇鸟歼殛战,,15 8,天灾之翼 九宫幻卡：艳翼蛇鸟 陈旧的乐谱：天灾 艳翼蛇鸟的尾羽
100,√,佐拉加歼殛战,,15 8,奇迹之翼 九宫幻卡：佐拉加 陈旧的乐谱：存在的理由 奇迹装甲片
100,√,永恒女王忆想歼灭战,,20 10,永恒之翼 九宫幻卡：永恒女王 陈旧的乐谱：孤独之路 永恒女王的王权象征
100,,泽莲尼娅歼殛战,文件:112596.png,25 13,文件:2ed79bcd103871e63301957877f8e7ed9335f2fc.png骑士之翼 九宫幻卡：泽莲尼娅 陈旧的乐谱：五月的玫瑰 ～金曦～ 泽莲尼娅核心
50,,水晶塔 古代人迷宫,,100,九宫幻卡：提坦 陈旧的乐谱：傲慢 陈旧的乐谱：一落千丈 次元刀的碎片 亚拉戈魔触媒
50,,水晶塔 希尔科斯塔,,100,洋葱小骑士 九宫幻卡：赞德 管弦乐琴乐谱：破碎 陈旧的乐谱：绚烂 陈旧的乐谱：多加与乌内之心 宝座水晶块 亚拉戈魔触媒
50,,水晶塔 暗之世界,,100,暗淡之云 九宫幻卡：洋葱剑士 九宫幻卡：暗黑之云 陈旧的乐谱：暗淡 陈旧的乐谱：最后的死斗 希尔科斯水晶碎片
50,√,巴哈姆特大迷宫 邂逅之章1,,10,自卫系统外壳 亚拉戈乌兹块 亚拉戈纤维 亚拉戈鞣革 亚拉戈以太石：头部防具 亚拉戈以太石：手部防具 亚拉戈以太石：脚部防具
50,√,巴哈姆特大迷宫 邂逅之章2,,10,自卫系统内构 亚拉戈乌兹块 亚拉戈纤维 亚拉戈鞣革 亚拉戈以太石：头部防具 亚拉戈以太石：腿部防具
50,√,巴哈姆特大迷宫 邂逅之章3,,,
50,√,巴哈姆特大迷宫 邂逅之章4,,10,亚拉戈乌兹块 亚拉戈纤维 亚拉戈鞣革 亚拉戈以太石：手部防具 亚拉戈以太石：脚部防具
50,√,巴哈姆特大迷宫 邂逅之章5,,10,陈旧的乐谱：雷鸣 自卫系统光源 亚拉戈乌兹块 亚拉戈纤维 亚拉戈鞣革 亚拉戈以太石：武器 亚拉戈以太石：身体防具
50,√,巴哈姆特大迷宫 入侵之章1,,20,亚拉戈高位以太石：头部防具 亚拉戈高位以太石：脚部防具
50,√,巴哈姆特大迷宫 入侵之章2,,20,亚拉戈高位以太石：手部防具 亚拉戈高位以太石：腿部防具
50,√,巴哈姆特大迷宫 入侵之章3,,20,亚拉戈高位以太石：头部防具 亚拉戈高位以太石：手部防具 亚拉戈高位以太石：脚部防具
50,√,巴哈姆特大迷宫 入侵之章4,,20,陈旧的乐谱：白银凶鸟展翅翱翔 白银甲胄的碎片 亚拉戈高位以太石：武器 亚拉戈高位以太石：身体防具
50,√,巴哈姆特大迷宫 真源之章1,,30,亚拉戈新型以太石：头部防具 亚拉戈新型以太石：手部防具 亚拉戈新型以太石：脚部防具
50,√,巴哈姆特大迷宫 真源之章2,,30,亚拉戈新型以太石：头部防具 亚拉戈新型以太石：腿部防具
50,√,巴哈姆特大迷宫 真源之章3,,30,陈旧的乐谱：死灰复燃 亚拉戈新型以太石：手部防具 亚拉戈新型以太石：脚部防具
50,√,巴哈姆特大迷宫 真源之章4,,30,陈旧的乐谱：Answers -生死答问- 龙炎碎片 亚拉戈新型以太石：身体防具
50,√,巴哈姆特零式大迷宫 入侵之章1,,20,亚拉戈高位以太石：头部防具 亚拉戈高位以太石：脚部防具
50,√,巴哈姆特零式大迷宫 入侵之章2,,20,亚拉戈高位以太石：手部防具 亚拉戈高位以太石：腿部防具
50,√,巴哈姆特零式大迷宫 入侵之章3,,20,亚拉戈高位以太石：头部防具 亚拉戈高位以太石：手部防具 亚拉戈高位以太石：脚部防具
50,√,巴哈姆特零式大迷宫 入侵之章4,,20,陈旧的乐谱：白银凶鸟展翅翱翔 白银甲胄的碎片 亚拉戈高位以太石：武器 亚拉戈高位以太石：身体防具
60,,魔航船虚无方舟,,100 60 8,小小艾奇德娜 九宫幻卡：艾奇德娜 棺材板
60,,禁忌城邦玛哈,,100 60 8,卡洛菲斯提莉玩偶 九宫幻卡：卡洛菲斯提莉 棺材板
60,,影之国,,100 80 10,迷你斯卡哈 九宫幻卡：虚空迪亚波罗斯 虚无矿
60,,亚历山大机神城 启动之章1,,10,高精度戈耳狄螺栓
60,,亚历山大机神城 启动之章2,,10,高精度戈耳狄透镜
60,√,亚历山大机神城 启动之章3,,10,高精度戈耳狄弹簧
60,,亚历山大机神城 启动之章4,,10,高精度戈耳狄长杆 戈耳狄齿轮 7号哥布林钢板
60,,亚历山大机神城 律动之章1,,10,
60,,亚历山大机神城 律动之章2,,10,
60,,亚历山大机神城 律动之章3,,10,
60,,亚历山大机神城 律动之章4,,10,九宫幻卡：残暴正义号 浮士德装甲板
60,,亚历山大机神城 天动之章1,,20,
60,,亚历山大机神城 天动之章2,,20,
60,,亚历山大机神城 天动之章3,,20,
60,,亚历山大机神城 天动之章4,,20,迷你亚历山大 九宫幻卡：至尊亚历山大 亚历山大装甲板
60,√,亚历山大零式机神城 启动之章1,,15,
60,√,亚历山大零式机神城 启动之章2,,15,
60,√,亚历山大零式机神城 启动之章3,,15,
60,√,亚历山大零式机神城 启动之章4,,15,哥布林战车齿轮 戈耳狄齿轮 戈耳狄大齿轮 7号哥布林钢板
60,√,亚历山大零式机神城 律动之章1,,15,
60,√,亚历山大零式机神城 律动之章2,,15,
60,√,亚历山大零式机神城 律动之章3,,15,
60,√,亚历山大零式机神城 律动之章4,,15,迷你浮士德 浮士德装甲板
60,√,亚历山大零式机神城 天动之章1,,30,
60,√,亚历山大零式机神城 天动之章2,,30,
60,√,亚历山大零式机神城 天动之章3,,30,
60,√,亚历山大零式机神城 天动之章4,,30,阿里达乌斯主密钥 迷你亚历山大 亚历山大装甲板
